Project;Trip;Longitude;Latitude;DateTime;Station;Bott Depth M;Parameter;Layer;Taxa;Stage;Size_class;abundance-AB;abundance-AB Unit
Atvērtie Monitoringa dati;Monit-2019-03a;24.373300;57.315000;2019-11-26T12:05:00;162;12.40;Phytoplankton;0-10;Telonema subtile;;1;1428.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03a;24.373300;57.315000;2019-11-26T12:05:00;162;12.40;Phytoplankton;0-10;Thalassiosira baltica;;5;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03a;24.373300;57.315000;2019-11-26T12:05:00;162;12.40;Phytoplankton;0-10;Thalassiosira baltica;;7;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03a;24.373300;57.315000;2019-11-26T12:05:00;162;12.40;Phytoplankton;0-10;Woronichinia compacta;;1;31600.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Actinocyclus octonarius var. octonarius;;8;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Actinocyclus octonarius var. octonarius;;3;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Actinocyclus octonarius var. octonarius;;7;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Actinocyclus octonarius var. octonarius;;8;280.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Amphidinium;;2;440.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Aphanizomenon flosaquae;;1;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Aphanocapsa delicatissima;;1;12000.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Binuclearia lauterbornii;;2;4640.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Centrales;;1;14280.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Chaetoceros;;10;400.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Chaetoceros ceratosporus;;2;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Chaetoceros danicus;;2;560.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Chaetoceros subtilis;;2;1960.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Chaetoceros wighamii;;16;720.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Choanoflagellatea;;1;7140.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Chrysochromulina;;2;31416.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Coscinodiscus granii;;3;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Crucigenia quadrata;;2;280.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Cyclotella choctawhatcheeana;;3;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Dinophysis acuminata;;4;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Dinophysis acuminata;;6;880.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Ebria tripartita;;4;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Eutreptiella;;1;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Flagellates;;4;11424.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Flagellates;;3;4284.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Gymnodiniales;;1;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Gymnodiniales;;2;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Gyrodinium spirale;;1;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Hemiselmis virescens;;1;15708.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Heterocapsa rotundata;;2;4284.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Katablepharis ovalis;;1;4284.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Katodinium glaucum;;2;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Mesodinium rubrum;;9;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Mesodinium rubrum;;2;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Mesodinium rubrum;;3;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Mesodinium rubrum;;4;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Mesodinium rubrum;;6;320.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Mesodinium rubrum;;8;440.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Micracanthodinium claytonii;;2;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Monoraphidium contortum;;3;22848.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Oocystis;;3;2360.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Pauliella taeniata;;1;360.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Phalacroma rotundatum;;4;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Plagioselmis prolonga;;1;71400.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Planktolyngbya;;1;480.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Pseudanabaena;;2;1440.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Pseudopedinella pyriformis;;1;1428.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Pyramimonas;;1;1428.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Raphidocelis;;2;51408.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Snowella septentrionalis;;1;16160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Teleaulax;;1;15708.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Teleaulax;;2;21420.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Telonema;;1;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Thalassiosira baltica;;4;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Thalassiosira baltica;;5;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Thalassiosira baltica;;6;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Thalassiosira baltica;;9;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Thalassiosira baltica;;10;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Thalassiosira levanderi;;2;400.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.070000;57.396700;2019-12-17T13:40:00;172;12.20;Phytoplankton;0-10;Woronichinia compacta;;1;80400.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Actinocyclus octonarius var. octonarius;;3;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Actinocyclus octonarius var. octonarius;;5;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Amphidinium;;2;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Aphanizomenon flosaquae;;1;5520.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Aphanocapsa delicatissima;;1;16000.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Binuclearia lauterbornii;;2;4240.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Centrales;;1;8568.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Chaetoceros;;10;560.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Chaetoceros danicus;;2;600.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Chaetoceros subtilis;;2;4080.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Chaetoceros wighamii;;16;440.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Choanoflagellatea;;1;4284.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Chrysochromulina;;2;34272.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Coscinodiscus granii;;2;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Crucigenia quadrata;;2;320.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Cyclotella choctawhatcheeana;;3;200.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Dinophysis acuminata;;4;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Dinophysis acuminata;;6;800.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Ebria tripartita;;2;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Flagellates;;4;8568.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Flagellates;;3;4284.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Flagellates;;5;1428.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Gyrodinium spirale;;1;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Hemiselmis virescens;;1;11424.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Heterocapsa rotundata;;2;4284.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Katablepharis remigera;;2;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Katodinium glaucum;;2;200.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Mesodinium rubrum;;2;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Mesodinium rubrum;;3;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Mesodinium rubrum;;4;440.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Mesodinium rubrum;;6;680.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Mesodinium rubrum;;8;560.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Mesodinium rubrum;;9;400.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Monoraphidium contortum;;3;41412.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Navicula rhynchocephala;;1;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Oocystis;;3;2280.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Pauliella taeniata;;1;640.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Phalacroma rotundatum;;4;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Plagioselmis prolonga;;1;105672.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Planktolyngbya;;1;600.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Pseudanabaena;;2;2600.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Pseudopedinella pyriformis;;1;1428.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Pyramimonas;;1;4284.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Raphidocelis;;2;102816.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Skeletonema marinoi;;2;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Snowella septentrionalis;;1;6120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Teleaulax;;1;22848.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Teleaulax;;2;42840.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Thalassiosira baltica;;3;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Thalassiosira baltica;;6;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Thalassiosira baltica;;7;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Thalassiosira levanderi;;2;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.486700;57.046700;2019-12-17T11:45:00;170;12.90;Phytoplankton;0-10;Woronichinia compacta;;1;38800.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Actinocyclus octonarius var. octonarius;;8;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Amphidinium;;2;280.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Amphidinium crassum;;1;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Binuclearia lauterbornii;;2;8000.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Centrales;;1;12852.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Chaetoceros;;10;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Chaetoceros ceratosporus;;2;200.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Chaetoceros danicus;;2;320.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Chaetoceros subtilis;;2;2160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Chaetoceros wighamii;;13;280.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Chaetoceros wighamii;;16;600.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Choanoflagellatea;;2;2856.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Chrysochromulina;;2;25704.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Coscinodiscus granii;;1;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Coscinodiscus granii;;2;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Coscinodiscus granii;;3;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Coscinodiscus granii;;4;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Coscinodiscus granii;;5;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Crucigenia quadrata;;2;240.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Cyclotella choctawhatcheeana;;3;200.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Desmodesmus communis;;2;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Dinophysis acuminata;;4;200.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Dinophysis acuminata;;6;560.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Ebria tripartita;;4;120.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Flagellates;;4;18564.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Flagellates;;5;1428.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Gymnodiniales;;2;160.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Gyrodinium spirale;;1;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Hemiselmis virescens;;1;35700.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Katablepharis remigera;;2;80.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Katodinium glaucum;;2;200.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Kirchneriella lunaris;;1;1428.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Merismopedia;;1;15360.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Mesodinium rubrum;;8;360.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Mesodinium rubrum;;9;200.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Mesodinium rubrum;;2;40.0000;unit/L
Atvērtie Monitoringa dati;Monit-2019-03b;23.920000;57.025000;2019-12-17T10:20:00;167;12.10;Phytoplankton;0-10;Mesodinium rubrum;;4;160.0000;unit/L
